YEAR,PLAYER,TEAM,SALARY
2007,Jameer Nelson,Magic,1272120
2007,Quincy Douby,Kings,1240920
2007,Julius Hodge,Bucks,1234800
2007,Jason Smith,Wizards,1233840
2007,Pavel Podkolzin,Mavericks,1221240
2007,Renaldo Balkman,Knicks,1191240
2007,Jason Kapono,Heat,1188000
2007,Matt Carroll,Bobcats,1188000
2007,Nate Robinson,Knicks,1185480
2007,Eric Piatkowski,Suns,1178348
2007,Darrell Armstrong,Pacers,1178348
2007,Victor Khryapa,Bulls,1172400
2007,Rajon Rondo,Celtics,1143600
2007,Jarrett Jack,Blazers,1137960
2007,Marcus Williams,Nets,1097880
2007,Francisco Garcia,Kings,1092600
2007,Delonte West,Celtics,1080480
2007,Nenad Krstic,Nets,1080480
2007,Mikki Moore,Nets,1071225
2007,Josh Boone,Nets,1053960
2007,Luther Head,Rockets,1048800
2007,Tony Allen,Celtics,1037280
2007,Carlos Delfino,Pistons,1037280
2007,Kyle Lowry,Grizzlies,1011720
2007,Johan Petro,SuperSonics,1006800
2007,Kevin Martin,Kings,1002840
2007,Jannero Pargo,Hornets,1000000
2007,Shavlik Randolph,76ers,1000000
2007,Calvin Booth,Wizards,998967
2007,Sasha Vujacic,Lakers,973920
2007,Jason Maxiell,Pistons,973440
2007,Shannon Brown,Cavaliers,971280
2007,Beno Udrih,Spurs,967920
2007,David Harrison,Pacers,960840
2007,Anderson Varejao,Cavaliers,945600
2007,Arron Afflalo,Kings,944520
2007,Jordan Farmar,Lakers,939120
2007,Wayne Simien,Heat,932760
2007,DeShawn Stevenson,Wizards,932015
2007,David Lee,Knicks,926040
2007,Maurice Ager,Mavericks,906480
2007,Mardy Collins,Knicks,899880
2007,Linas Kleiza,Nuggets,845360
2007,Pat Burke,Suns,810000
2007,Mickael Gelabale,SuperSonics,802000
2007,Mile Ilic,Nets,800000
2007,Smush Parker,Lakers,798112
2007,Dajuan Wagner,Warriors,798112
2007,Jamal Sampson,Nuggets,774551
2007,Ronald Dupree,Pistons,771331
2007,Linton Johnson,Hornets,771331
2007,Quinton Ross,Clippers,771331
2007,Sergio Rodriguez,Blazers,760000
2007,Randolph Morris,Knicks,750000
2007,Scott Padgett,Grizzlies,744551
2007,Andre Barrett,Bulls,744551
2007,Mike Wilks,SuperSonics,744551
2007,Royal Ivey,Hawks,744551
2007,Sean Marks,Suns,744551
2007,Maurice Taylor,Kings,744551
2007,Darrick Martin,Raptors,744551
2007,Pape Sow,Raptors,744551
2007,James Lang,Wizards,744551
2007,Earl Barron,Heat,744551
2007,Salim Stoudamire,Hawks,729000
2007,John Lucas III,Rockets,700000
2007,James Singleton,Clippers,675000
2007,Solomon Jones,Hawks,675000
2007,Daniel Ewing,Clippers,664209
2007,Brandon Bass,Hornets,664209
2007,Ronny Turiaf,Lakers,664209
2007,Rawle Marshall,Pacers,664209
2007,Donell Taylor,Wizards,664209
2007,Bracey Wright,Timberwolves,664209
2007,Lawrence Roberts,Grizzlies,664209
2007,Monta Ellis,Warriors,664209
2007,Ersan Ilyasova,Bucks,664209
2007,Esteban Batista,Hawks,644209
2007,Paul Millsap,Jazz,625000
2007,Derek Anderson,Bobcats,617539
2007,Steve Novak,Rockets,600000
2007,Devin Brown,Hornets,516806
2007,Slava Medvedenko,Hawks,490528
2007,Leon Powe,Celtics,432000
2007,Josh McRoberts,Heat,427163
2007,Taurean Green,Nuggets,427163
2007,Yakhouba Diawara,Nuggets,412718
2007,Ryan Hollins,Bobcats,412718
2007,Marquinhos Vieira,Hornets,412718
2007,Chris McCray,Bucks,412718
2007,Will Blalock,Pistons,412718
2007,Robert Hite,Heat,412718
2007,PJ Tucker,Raptors,412718
2007,Hassan Adams,Nets,412718
2007,Uros Slokar,Raptors,412718
2007,Daniel Gibson,Cavaliers,412718
2007,Pops Mensah-Bonsu,Mavericks,412718
2007,Bobby Jones,76ers,412718
2007,Steven Smith,76ers,412718
2007,Chris Webber,76ers,407313
2007,Andre Brown,SuperSonics,406340
2007,James White,Spurs,405435
2008,Kevin Garnett,Celtics,23751934
2008,Shaquille O'Neal,Suns,21000000
2008,Jason Kidd,Nets,19728000
2008,Jermaine O'Neal,Pacers,19728000
2008,Kobe Bryant,Lakers,19490625
2008,Tim Duncan,Spurs,19014188
2008,Allen Iverson,Nuggets,19012500
2008,Stephon Marbury,Knicks,19012500
2008,Tracy McGrady,Rockets,18257750
2008,Baron Davis,Warriors,16440000
2008,Shawn Marion,Suns,16440000
2008,Paul Pierce,Celtics,16360094
2008,Antawn Jamison,Wizards,16360094
2008,Ray Allen,Celtics,16000000
2008,Ben Wallace,Cavaliers,15500000
2008,Elton Brand,Clippers,15344000
2008,Mike Bibby,Kings,14983603
2008,Rashard Lewis,Magic,14884951
2008,Michael Redd,Bucks,14520000
2008,Amar'e Stoudemire,Suns,13762775
2008,Yao Ming,Rockets,13762775
2008,Pau Gasol,Grizzlies,13735000
2008,Andrei Kirilenko,Jazz,13735000
2008,Joe Johnson,Hawks,13488378
2008,Zach Randolph,Knicks,13333333
2008,Vince Carter,Nets,13325000
2008,Kenyon Martin,Nuggets,13250000
2008,Lamar Odom,Lakers,13248596
2008,Carmelo Anthony,Nuggets,13041250
2008,Chris Bosh,Raptors,13041250
2008,LeBron James,Cavaliers,13041250
2008,Dwyane Wade,Heat,13041250
2008,Rasheed Wallace,Pistons,12540000
2008,Raef LaFrentz,Blazers,12440787
2008,Wally Szczerbiak,SuperSonics,12275000
2008,Richard Jefferson,Nets,12200000
2008,Larry Hughes,Cavaliers,12000084
2008,Gilbert Arenas,Wizards,11950400
2008,Peja Stojakovic,Hornets,11664000
2008,Carlos Boozer,Jazz,11593816
2008,Steve Nash,Suns,11375000
2008,Kirk Hinrich,Bulls,11250000
2008,Jason Richardson,Bobcats,11111110
2008,David West,Hornets,10650000
2008,Erick Dampier,Mavericks,10590500
2008,Tony Parker,Spurs,10500000
2008,Tyson Chandler,Hornets,10500000
2008,Brad Miller,Kings,10500000
2008,Samuel Dalembert,76ers,10251435
2008,Zydrunas Ilgauskas,Cavaliers,10142156
2008,Marcus Camby,Nuggets,10000000
2008,Richard Hamilton,Pistons,10000000
2008,Andre Miller,76ers,9600000
2008,Josh Howard,Mavericks,9500000
2008,Gerald Wallace,Bobcats,9500000
2008,Kwame Brown,Grizzlies,9379279
2008,Bobby Simmons,Bucks,9280000
2008,Troy Murphy,Pacers,9206349
2008,Manu Ginobili,Spurs,9079811
2008,Boris Diaw,Suns,9000000
2008,Mehmet Okur,Jazz,9000000
2008,Eddy Curry,Knicks,8947543
2008,Jason Williams,Heat,8937500
2008,Jason Terry,Mavericks,8898000
2008,Nene Hilario,Nuggets,8840000
2008,Tayshaun Prince,Pistons,8675620
2008,Chris Kaman,Clippers,8600000
2008,Andres Nocioni,Bulls,8500000
2008,Caron Butler,Wizards,8468990
2008,Al Harrington,Warriors,8425625
2008,Mike Miller,Grizzlies,8376194
2008,Cuttino Mobley,Clippers,8350000
2008,Antoine Walker,Timberwolves,8329640
2008,T.J. Ford,Raptors,8275000
2008,Darius Miles,Blazers,8250000
2008,Mike Dunleavy,Pacers,8219008
2008,Quentin Richardson,Knicks,8105500
2008,Kurt Thomas,SuperSonics,8091188
2008,Jamal Crawford,Knicks,7920000
2008,Mark Blount,Heat,7901040
2008,Kenny Thomas,Kings,7875000
2008,Rasho Nesterovic,Raptors,7840000
2008,Mo Williams,Bucks,7750000
2008,Metta World Peace,Kings,7400000
2008,Malik Rose,Knicks,7101250
2008,Corey Maggette,Clippers,7000000
2008,Aaron McKie,Grizzlies,7000000
2008,Ricky Davis,Heat,6819000
2008,Jerry Stackhouse,Mavericks,6750000
2008,Eric Snow,Cavaliers,6703125
2008,Stephen Jackson,Warriors,6630000
2008,Luke Ridnour,SuperSonics,6500000
2008,Chris Wilcox,SuperSonics,6500000
2008,Drew Gooden,Cavaliers,6453416
2008,Antonio McDyess,Pistons,6373900
2008,Hedo Turkoglu,Magic,6373900
2008,Marquis Daniels,Pacers,6373900
2008,Etan Thomas,Wizards,6373900
2008,Speedy Claxton,Hawks,6306182
2008,Jamaal Tinsley,Pacers,6300000
2008,Jason Collins,Grizzlies,6100000
2008,Dwight Howard,Magic,6061274
2008,Marko Jaric,Timberwolves,6050000
2008,Udonis Haslem,Heat,6050000
2008,Matt Harpring,Jazz,6000000
2008,Shane Battier,Rockets,5883600
2008,Brian Cardinal,Grizzlies,5850000
2008,Mike James,Rockets,5826893
2008,Stromile Swift,Grizzlies,5800000
2008,Antonio Daniels,Wizards,5800000
2008,Shareef Abdur-Rahim,Kings,5800000
2008,Jerome James,Knicks,5800000
2008,Joel Przybilla,Blazers,5762575
2008,Dan Gadzuric,Bucks,5751130
2008,Nick Collison,SuperSonics,5750000
2008,Bobby Jackson,Rockets,5670000
2008,Jared Jeffries,Knicks,5632200
2008,Nazr Mohammed,Bobcats,5632200
2008,Vladimir Radmanovic,Lakers,5632200
2008,Leandro Barbosa,Suns,5600000
2008,Donyell Marshall,SuperSonics,5566965
2008,Jeff Foster,Pacers,5500000
2008,Matt Carroll,Bobcats,5450000
2008,Emeka Okafor,Bobcats,5427307
2008,Mikki Moore,Kings,5356000
2008,Jason Kapono,Raptors,5356000
2008,Anderson Varejao,Cavaliers,5356000
2008,Joe Smith,Cavaliers,5205000
2008,Tony Battie,Magic,5200000
2008,Desmond Mason,Bucks,5000000
2008,Morris Peterson,Hornets,5000000
2008,Brendan Haywood,Wizards,5000000
2008,Andrew Bogut,Bucks,4991520
2008,Eduardo Najera,Nuggets,4952380
2008,Ben Gordon,Bulls,4881669
2008,Andrea Bargnani,Raptors,4838880
2008,John Salmons,Kings,4752000
2008,Raja Bell,Suns,4750000
2008,Greg Oden,Blazers,4662000
2008,Rafer Alston,Rockets,4550000
2008,Kyle Korver,Jazz,4500000
2008,Kendrick Perkins,Celtics,4480912
2008,Marvin Williams,Hawks,4466040
2008,Shaun Livingston,Clippers,4404629
2008,Derek Fisher,Lakers,4352000
2008,Trenton Hassell,Nets,4350000
2008,Anthony Parker,Raptors,4350000
2008,LaMarcus Aldridge,Blazers,4329360
2008,Reggie Evans,76ers,4320000
2008,Sasha Pavlovic,Cavaliers,4250000
2008,Steve Blake,Blazers,4250000
2008,Keith Van Horn,Nets,4236997
2008,Damon Jones,Cavaliers,4172432
2008,Kevin Durant,SuperSonics,4171200
2008,Bruce Bowen,Spurs,4125000
2008,Deron Williams,Jazz,4010640
2008,Travis Outlaw,Blazers,4000000
2008,Sarunas Jasikevicius,Warriors,4000000
2008,Jorge Garbajosa,Raptors,4000000
2008,Carlos Arroyo,Magic,4000000
2008,Devin Harris,Nets,3995003
2008,Marcus Banks,Suns,3966207
2008,Darius Songaila,Wizards,3942000
2008,Adam Morrison,Bobcats,3887880
2008,Bob Sura,Rockets,3840000
2008,Pat Garrity,Magic,3818750
2008,Greg Buckner,Timberwolves,3750746
2008,Al Horford,Hawks,3745800
2008,Amir Johnson,Pistons,3666667
2008,Steven Hunter,Nuggets,3638600
2008,Robert Horry,Spurs,3630000
2008,Chris Paul,Hornets,3615960
2008,Keyon Dooling,Magic,3596000
2008,Tyrus Thomas,Bulls,3505320
2008,Fabricio Oberto,Spurs,3500000
2008,Brian Cook,Magic,3500000
2008,Mickael Pietrus,Warriors,3470771
2008,Kevin Ollie,76ers,3441900
2008,Mike Conley,Grizzlies,3377160
2008,DeShawn Stevenson,Wizards,3348215
2008,Luol Deng,Bulls,3320339
2008,Rasual Butler,Hornets,3315000
2008,Fred Jones,Knicks,3300000
2008,Raymond Felton,Bobcats,3274440
2008,Lorenzen Wright,Kings,3250000
2008,Chris Duhon,Bulls,3248000
2008,James Posey,Celtics,3206000
2008,Shelden Williams,Kings,3174240
2008,Michael Doleac,Timberwolves,3120000
2008,Charlie Bell,Bucks,3106000
2008,Michael Finley,Spurs,3103000
2008,Trevor Ariza,Magic,3100000
2008,Willie Green,76ers,3094000
2008,Jeff Green,SuperSonics,3058200
2008,Francisco Elson,SuperSonics,3000000
2008,Matt Barnes,Warriors,3000000
2008,Jake Voskuhl,Bucks,3000000
2008,Chucky Atkins,Nuggets,3000000
2008,Brian Scalabrine,Celtics,3000000
2008,Martell Webster,Blazers,2974080
2008,Luis Scola,Rockets,2916667
2008,Damien Wilkins,SuperSonics,2900000
2008,James Jones,Blazers,2900000
2008,Brandon Roy,Blazers,2883120
2008,Anthony Johnson,Kings,2860000
2008,Andre Iguodala,76ers,2804889
2008,Yi Jianlian,Bucks,2777760
2008,Alonzo Mourning,Heat,2762500
2008,Primoz Brezec,Bobcats,2750000
2008,Charlie Villanueva,Bucks,2715000
2008,Matt Bonner,Spurs,2700000
2008,Andris Biedrins,Warriors,2636696
2008,Randy Foye,Timberwolves,2631840
2008,Robert Swift,SuperSonics,2601113
2008,Sebastian Telfair,Timberwolves,2562426
2008,Juan Dixon,Raptors,2550000
2008,Corey Brewer,Timberwolves,2535720
2008,Kris Humphries,Raptors,2522913
2008,Chris Mihm,Lakers,2500000
2008,Bostjan Nachbar,Nets,2500000
2008,Channing Frye,Blazers,2487240
2008,Al Jefferson,Timberwolves,2480885
2008,Andray Blatche,Wizards,2479339
2008,Jose Calderon,Raptors,2471604
2008,Keith Bogans,Magic,2440000
2008,Steve Francis,Rockets,2439333
2008,Mark Madsen,Timberwolves,2420000
2008,Rudy Gay,Grizzlies,2411160
2008,Othella Harrington,Bobcats,2376000
2008,Devean George,Mavericks,2369111
2008,Kirk Snyder,Timberwolves,2358433
2008,Jarron Collins,Jazz,2350000
2008,Jackie Butler,Spurs,2350000
2008,Brandan Wright,Warriors,2323080
2008,Jason Hart,Jazz,2300000
2008,Ike Diogu,Pacers,2286360
2008,Bonzi Wells,Rockets,2284200
2008,Lindsey Hunter,Pistons,2250000
2008,Josh Smith,Hawks,2243543
2008,Patrick O'Bryant,Warriors,2216400
2008,D.J. Augustin,Magic,2208960
2008,Andrew Bynum,Lakers,2172000
2008,DeSagana Diop,Nets,2146000
2008,Joakim Noah,Bulls,2135400
2008,JR Smith,Nuggets,2134067
2008,Mouhamed Sene,SuperSonics,2105520
2008,Dorell Wright,Heat,2040746
2008,Spencer Hawes,Kings,2028600
2008,JJ Redick,Magic,2000160
2008,Jameer Nelson,Magic,1961609
2008,Vassilis Spanoulis,Rockets,1944000
2008,Walter Herrmann Heinrich,Bobcats,1944000
2008,Victor Khryapa,Bulls,1928598
2008,Acie Law,Hawks,1927080
2008,Hilton Armstrong,Hornets,1900200
2008,Aaron Williams,Clippers,1890000
2008,Delonte West,SuperSonics,1889760
2008,Nenad Krstic,Nets,1889760
2008,Tony Allen,Celtics,1868141
2008,Carlos Delfino,Raptors,1868141
2008,Sean May,Bobcats,1862160
2008,Thaddeus Young,76ers,1830720
2008,Grant Hill,Suns,1830000
2008,Jannero Pargo,Hornets,1830000
2008,Maceo Baston,Raptors,1830000
2008,Eddie Jones,Mavericks,1830000
2008,Kevin Martin,Kings,1808121
2008,Thabo Sefolosha,Bulls,1805160
2008,Kosta Perovic,Warriors,1800000
2008,Rashad McCants,Timberwolves,1769160
2008,Sasha Vujacic,Lakers,1756951
2008,David Wesley,Nets,1750000
2008,Chuck Hayes,Rockets,1750000
2008,Maurice Evans,Magic,1740000
2008,Julian Wright,Hornets,1739160
2008,David Harrison,Pacers,1734316
2008,Ronnie Brewer,Jazz,1715040
2008,Antoine Wright,Nets,1680600
2008,Al Thornton,Clippers,1652280
2008,Cedric Simmons,Cavaliers,1629120
2008,Brevin Knight,Clippers,1600000
2008,Clifford Robinson,Nets,1600000
2008,Joey Graham,Raptors,1596600
2008,Adrian Griffin,SuperSonics,1593000
2008,Rodney Stuckey,Pistons,1569600
2008,Rodney Carney,76ers,1547760
2008,Justin Reed,Timberwolves,1529873
2008,Danny Granger,Pacers,1516800
2008,Travis Diener,Pacers,1500000
2008,Eddie House,Celtics,1500000
2008,Nick Young,Wizards,1491240
2008,Shawne Williams,Pacers,1470360
2008,Gerald Green,Timberwolves,1440960
2008,Sean Williams,Nets,1416600
2008,Hakim Warrick,Grizzlies,1376040
2008,Marco Belinelli,Warriors,1345800
2008,Oleksiy Pecherov,Wizards,1345800
2008,Quincy Douby,Kings,1333920
2008,Javaris Crittenton,Grizzlies,1285200
2008,Renaldo Balkman,Knicks,1280640
2008,Alexis Ajinca,Pelicans,1276320
2008,Nate Robinson,Knicks,1268160
2008,Jason Smith,76ers,1233840
2008,Rajon Rondo,Celtics,1229280
2008,Jacque Vaughn,Spurs,1219590
2008,Adonal Foyle,Magic,1219590
2008,Jarrett Jack,Blazers,1217400
2008,Jarvis Hayes,Pistons,1200000
2008,Devin Brown,Cavaliers,1200000
2008,Daequan Cook,Heat,1184400
2008,Marcus Williams,Nets,1180200
2008,Francisco Garcia,Kings,1168800
2008,Jared Dudley,Bobcats,1137000
2008,Josh Boone,Nets,1133040
2008,Shavlik Randolph,76ers,1130000
2008,Luther Head,Rockets,1122000
2008,Calvin Booth,76ers,1103225
2008,Ronnie Price,Jazz,1100000
2008,Wilson Chandler,Knicks,1091640
2008,Kyle Lowry,Grizzlies,1087680
2008,Rudy Fernandez,Madrid,1084080
2008,Bernard Robinson,Nets,1080000
2008,Johan Petro,SuperSonics,1077120
2008,Shannon Brown,Cavaliers,1044120
2008,Jason Maxiell,Pistons,1041360
2008,Linas Kleiza,Nuggets,1011360
2008,Jordan Farmar,Lakers,1009560
2008,Morris Almond,Jazz,1005960
2008,Ime Udoka,Spurs,1000000
2008,Wayne Simien,Heat,997800
2008,David Lee,Knicks,990600
2008,Maurice Ager,Nets,974400
2008,Earl Barron,Heat,973328
2008,Aaron Brooks,Rockets,972720
2008,Mardy Collins,Knicks,967320
2008,Donell Taylor,Wizards,945610
2008,CJ Miles,Jazz,945610
2008,Arron Afflalo,Pistons,944520
2008,Alando Tucker,Suns,931920
2008,Melvin Ely,Hornets,895341
2008,Chris Andersen,Hornets,885294
2008,Mike Hall,Wizards,862456
2008,Justin Williams,Kings,862456
2008,Mile Ilic,Nets,850000
2008,Quinton Ross,Clippers,826046
2008,Sergio Rodriguez,Blazers,817000
2008,Randolph Morris,Knicks,810000
2008,Mickael Gelabale,SuperSonics,802000
2008,Josh Powell,Clippers,800000
2008,Salim Stoudamire,Hawks,783000
2008,Brandon Bass,Mavericks,770610
2008,Derek Anderson,Bobcats,770610
2008,Jeff McInnis,Bobcats,770610
2008,Sean Marks,Suns,770610
2008,Brian Skinner,Suns,770610
2008,Casey Jacobsen,Grizzlies,770610
2008,Michael Ruffin,Bucks,770610
2008,Malik Allen,Nets,770610
2008,Scot Pollard,Celtics,770610
2008,Juwan Howard,Mavericks,761544
2008,Kyrylo Fesenko,Jazz,750000
2008,Solomon Jones,Hawks,729000
2008,Eddie Gill,SuperSonics,693549
2008,Ryan Hollins,Bobcats,687456
2008,Yakhouba Diawara,Nuggets,687456
2008,Leon Powe,Celtics,687456
2008,Hassan Adams,Raptors,687456
2008,James Augustine,Magic,687456
2008,Will Conroy,Timberwolves,687456
2008,Paul Millsap,Jazz,687456
2008,Gabe Pruitt,Celtics,650000
2008,Jelani McCoy,Nuggets,634620
2008,Ian Mahinmi,Spurs,625840
2008,Dahntay Jones,Kings,584757
2008,Richie Frahm,Clippers,566625
2008,Beno Udrih,Kings,561544
2008,Juan Carlos Navarro,Grizzlies,538090
2008,Glen Davis,Celtics,427163
2008,Jamario Moon,Raptors,427163
2008,Ramon Sessions,Bucks,427163
2008,Kevin Lyde,Unknown,427163
2008,Dominic McGuire,Wizards,427163
2008,Marcin Gortat,Magic,427163
2008,Anthony Tolliver,Kings,427163
2008,Aaron Gray,Bulls,427163
2008,Elton Brown,Unknown,427163
2008,Larry Turner,Unknown,427163
2008,Brandon Wallace,Celtics,427163
2008,Chris Webber,Warriors,358107
2008,Earl Boykins,Bobcats,349041
2008,Damon Stoudamire,Grizzlies,335442
2008,Courtney Sims,Pacers,319116
2008,Keith Langford,Spurs,278912
2008,C.J. Watson,Warriors,251272
2008,Jeremy Richardson,Grizzlies,238588
2008,Jamaal Magloire,Nets,231183
2008,P.J. Brown,Celtics,226650
2008,Ronald Murray,Pacers,213051
2008,Gordan Giricek,Jazz,199452
2008,Sam Cassell,Clippers,199452
2009,Kevin Garnett,Celtics,24751934
2009,Jason Kidd,Mavericks,21372000
2009,Jermaine O'Neal,Raptors,21372000
2009,Kobe Bryant,Lakers,21262500
2009,Shaquille O'Neal,Suns,21000000
2009,Allen Iverson,Pistons,20840625
2009,Stephon Marbury,Celtics,20840625
2009,Tim Duncan,Spurs,20598704
2009,Tracy McGrady,Rockets,20370437
2009,Ray Allen,Celtics,18388430
2009,Dirk Nowitzki,Mavericks,18077904
2009,Paul Pierce,Celtics,18077903
2009,Shawn Marion,Raptors,17810000
2009,Rashard Lewis,Magic,16447871
2009,Michael Redd,Bucks,15780000
2009,Pau Gasol,Lakers,15106000
2009,Andrei Kirilenko,Jazz,15106000
2009,Amar'e Stoudemire,Suns,15070550
2009,Yao Ming,Rockets,15070550
2009,Mike Bibby,Hawks,14983603
2009,Vince Carter,Nets,14724125
2009,Zach Randolph,Knicks,14666667
2009,Gilbert Arenas,Wizards,14653466
2009,Ben Wallace,Cavaliers,14500000
2009,Kenyon Martin,Nuggets,14431816
2009,Carmelo Anthony,Nuggets,14410581
2009,LeBron James,Cavaliers,14410581
2009,Dwyane Wade,Heat,14410581
2009,Joe Johnson,Hawks,14232567
2009,Lamar Odom,Lakers,14148596
2009,Rasheed Wallace,Pistons,13930000
2009,Wally Szczerbiak,Cavaliers,13775000
2009,Dwight Howard,Magic,13758000
2009,Elton Brand,76ers,13757844
2009,Richard Jefferson,Bucks,13200000
2009,Larry Hughes,Knicks,12827676
2009,Raef LaFrentz,Blazers,12722500
2009,Peja Stojakovic,Hornets,12528000
2009,Steve Nash,Suns,12250000
2009,Jason Richardson,Bobcats,12222221
2009,Carlos Boozer,Jazz,11593817
2009,Erick Dampier,Mavericks,11553000
2009,Tony Parker,Spurs,11550000
2009,Brad Miller,Kings,11375000
2009,Tyson Chandler,Hornets,11350000
2009,Andre Iguodala,76ers,11300000
2009,Baron Davis,Clippers,11250000
2009,Samuel Dalembert,76ers,11238564
2009,Chauncey Billups,Pistons,11050000
2009,Monta Ellis,Warriors,11000000
2009,Al Jefferson,Timberwolves,11000000
2009,Zydrunas Ilgauskas,Cavaliers,10841615
2009,Richard Hamilton,Pistons,10812500
2009,Bobby Simmons,Nets,10602667
2009,Andre Miller,76ers,10333334
2009,Troy Murphy,Pacers,10126984
2009,Josh Smith,Hawks,10000000
2009,Marcus Camby,Clippers,10000000
2009,Kirk Hinrich,Bulls,10000000
2009,Josh Howard,Mavericks,9945000
2009,Antawn Jamison,Wizards,9923285
2009,Manu Ginobili,Spurs,9905248
2009,David West,Hornets,9862500
2009,Eddy Curry,Knicks,9723983
2009,Nene Hilario,Nuggets,9680000
2009,Emeka Okafor,Bobcats,9537500
2009,Gerald Wallace,Bobcats,9500000
2009,Chris Kaman,Clippers,9500000
2009,Tayshaun Prince,Pistons,9500000
2009,Luol Deng,Bulls,9385000
2009,Caron Butler,Wizards,9249980
2009,Al Harrington,Knicks,9226250
2009,Jason Terry,Mavericks,9196000
2009,Antoine Walker,Timberwolves,9052460
2009,Mike Miller,Timberwolves,9028575
2009,Andris Biedrins,Warriors,9000000
2009,Boris Diaw,Bobcats,9000000
2009,Mike Dunleavy,Pacers,9000000
2009,Cuttino Mobley,Clippers,8925000
2009,Kevin Martin,Kings,8760335
2009,Quentin Richardson,Knicks,8685500
2009,Jamal Crawford,Knicks,8640000
2009,Kenny Thomas,Kings,8562500
2009,Mark Blount,Heat,8513916
2009,Mehmet Okur,Jazz,8500000
2009,Rasho Nesterovic,Pacers,8400000
2009,Mo Williams,Cavaliers,8353000
2009,Corey Maggette,Warriors,8275862
2009,Andres Nocioni,Kings,8000000
2009,T.J. Ford,Pacers,8000000
