year,player,games,mpg,ts,ast,turn_over,usg,orr,drr,rebr,per,va,ewa,foreign_player,team,salary,homegames,total_attendence,avg_attendence
2012,Kevin Garnett,82,40.5,0.553,20.4,9.4,25,9,28.5,18.8,26.46,370.8,12.4,0,Celtics,21247044,41,763584,18624
2012,Shaquille O'Neal,67,37.8,0.602,10.7,10.1,27.8,11,21.6,16.5,29.43,356.2,11.9,0,Celtics,1352181,41,763584,18624
2012,Chris Wilcox,46,10.4,0.528,10,12.4,16.2,8,16.9,12.3,12.16,2.4,0.1,0,Celtics,3000000,41,763584,18624
2012,Jermaine O'Neal,77,37.2,0.539,8.5,9.9,23.8,8,22.8,15.6,21.16,206.5,6.9,0,Celtics,6226200,41,763584,18624
2012,Keyon Dooling,55,17.6,0.494,17.7,11.9,18.2,1,7.3,4.2,10.27,-5.3,-0.2,0,Celtics,2246400,41,763584,18624
2012,Kenyon Martin,77,34.1,0.511,11.3,11.8,22.8,7,20.7,13.9,16.83,104.5,3.5,0,Clippers,2500000,40,646830,16170
2012,Caron Butler,78,36.6,0.502,13.3,12,21.2,5,10.9,8,15.46,105.9,3.5,0,Clippers,8000000,40,646830,16170
2012,Ricky Davis,79,39.6,0.485,18.3,11.6,25.9,3,10.7,7,16.94,150.5,5,0,Clippers,2400000,40,646830,16170
2012,Chauncey Billups,74,31.4,0.582,19.8,9.2,22.8,2,12.2,7,21.1,175.3,5.8,0,Clippers,2000032,40,646830,16170
2012,Cuttino Mobley,73,41.7,0.537,13.3,10.6,19.2,3,8.6,5.7,15.21,107.1,3.6,0,Clippers,9500000,40,646830,16170
2012,Greg Buckner,75,20.2,0.519,16.2,10.5,13.9,5,11.4,8.4,11.06,6.3,0.2,0,Grizzlies,4080915,40,509806,12745
2012,Darius Miles,67,30,0.435,16.5,16.7,18.2,6,14.2,10.1,9.89,-9.2,-0.3,0,Grizzlies,854389,40,509806,12745
2012,Zach Randolph,77,16.9,0.555,6,9,20.7,13,18.9,15.9,19.36,76.3,2.5,0,Grizzlies,15200000,40,509806,12745
2012,Etan Thomas,38,13.5,0.55,1.5,16.4,16,16,22,19,15.01,16.9,0.6,0,Hawks,854389,41,686688,16748
2012,Speedy Claxton,30,15.7,0.509,26.8,12.5,19.8,6,8,6.9,15.89,17.2,0.6,0,Hawks,5209454,41,686688,16748
2012,Joe Johnson,82,27.5,0.472,18,9.2,18.1,3,10.5,6.6,12.1,26.9,0.9,0,Hawks,18038573,41,686688,16748
2012,Jannero Pargo,34,10.1,0.448,24.9,14.7,15,3,9.3,6.1,7.46,-9,-0.3,0,Hawks,854389,41,686688,16748
2012,Shane Battier,78,30.6,0.597,13,8.4,12.1,6,10.1,8.1,14.35,68.5,2.3,0,Heat,3135000,40,729178,18229
2012,Mike Miller,65,33.6,0.537,13.8,10.1,19.7,2.4,15.7,8.9,15.23,77.1,2.6,0,Heat,5400000,40,729178,18229
2012,Zydrunas Ilgauskas,81,30,0.516,7.5,12.5,25.5,11,17.4,14.1,19.31,158.2,5.3,1,Heat,1399507,40,729178,18229
2012,Eddie House,55,18.6,0.447,14.7,7.8,21.7,2,9.7,5.7,12.84,17.9,0.6,0,Heat,1399507,40,729178,18229
2012,Mark Blount,81,17.3,0.491,9.9,18.2,10.7,8.8,16.9,12.6,9.93,-7.1,-0.2,0,Heat,7967375,40,729178,18229
2012,Raja Bell,75,15.6,0.509,17.5,13.2,9.7,4,9.2,6.8,7.55,-25.8,-0.9,1,Jazz,3480000,41,816042,19903
2012,Jamaal Tinsley,73,30.6,0.468,40.7,14.3,17.4,3,9.9,6.5,13.53,42.3,1.4,0,Jazz,1352181,41,816042,19903
2012,Earl Watson,79,17.3,0.505,30.3,11.9,17,4,9.6,6.8,14.52,35.9,1.2,0,Jazz,2000000,41,816042,19903
2012,Desmond Mason,80,34.5,0.502,11.5,8.1,19.4,6.5,15.9,11.1,15.4,101.1,3.4,0,Kings,825497,40,502852,12571
2012,John Salmons,64,7.9,0.502,22.7,14,13.9,4,10.2,6.9,9.41,-4.1,-0.1,0,Kings,8083000,40,502852,12571
2012,Metta World Peace,69,33.6,0.529,14.6,10.7,20.9,5,12.4,8.8,17.49,120.9,4,0,Lakers,6790640,41,778877,18997
2012,Pau Gasol,82,36,0.57,12.7,11.8,22,7,19.9,13.7,20.66,201.6,6.7,1,Lakers,18714150,41,778877,18997
2012,Kobe Bryant,82,41.5,0.55,16,9.6,31.1,3,15.3,9.3,27.07,420.6,14,0,Lakers,25244493,41,778877,18997
2012,Hedo Turkoglu,67,17.5,0.509,15.1,8.7,16.8,3,13.3,8.6,12.18,14.7,0.5,1,Magic,11015850,41,698768,17043
2012,Anthony Johnson,66,12.8,0.512,22,10.5,15.7,2,8.8,5.3,11.23,1.5,0,0,Magic,2062800,41,698768,17043
2012,Quentin Richardson,59,23.2,0.46,7.3,8.9,19.8,8,15.1,11.6,12.93,24.8,0.8,0,Magic,2446200,41,698768,17043
2012,Jason Richardson,82,32.9,0.501,14.5,10.5,22,4,10.4,7.5,15.5,100.7,3.4,0,Magic,5395000,41,698768,17043
2012,Brendan Haywood,81,23.8,0.561,5.4,12,11.2,12,13,12.4,12.51,27.6,0.9,0,Mavericks,7624500,41,821723,20042
2012,Vince Carter,43,34.2,0.532,13.7,7.1,26.3,4,10.4,7.3,22.48,131.5,4.4,0,Mavericks,3000000,41,821723,20042
2012,Shawn Marion,81,41.6,0.538,10.2,8,21.4,7,19.4,13,21.05,240.4,8,0,Mavericks,8022449,41,821723,20042
2012,Lamar Odom,49,34.3,0.519,17.7,13.9,21,4,17.9,11,14.88,42.4,1.4,0,Mavericks,8900000,41,821723,20042
2012,Jason Terry,81,38,0.549,28.3,11.8,22.3,1,8.6,5.2,18.92,182.2,6.1,0,Mavericks,11158000,41,821723,20042
2012,Jason Kidd,80,37.4,0.526,29.3,12.2,26,4,15.1,9.6,22.62,259.3,8.6,0,Mavericks,10121000,41,821723,20042
2012,Dirk Nowitzki,80,39,0.581,11.3,7.2,24.8,3,25.1,14,25.94,336,11.2,1,Mavericks,19092873,41,821723,20042
2012,DeShawn Stevenson,61,12.5,0.444,9.9,12.2,20.2,4,9.7,6.8,8.81,-9.6,-0.3,0,Nets,2500000,41,621062,15147
2012,Marko Jaric,66,20.9,0.498,24.5,13.1,19,3,10.2,6.6,14.56,36.6,1.2,1,Nets,7100000,41,621062,15147
2012,Mehmet Okur,72,19,0.514,11.5,10.7,17.6,10,19.2,14.5,14.43,29.9,1,1,Nets,10890000,41,621062,15147
2012,Al Harrington,82,30.1,0.493,9.6,12.5,19.7,7,15.7,11.6,12.54,19.2,0.6,0,Nuggets,6226200,41,706165,17223
2012,Chris Andersen,59,15.4,0.44,7.3,13.7,18.4,13,22.3,17.6,13.12,11,0.4,0,Nuggets,4234000,41,706165,17223
2012,Andre Miller,80,36.4,0.495,29.1,11.2,20.3,3,9,6.1,15.65,101.1,3.4,0,Nuggets,7807728,41,706165,17223
2012,James Posey,83,30.3,0.519,15.5,12.1,21.2,4.1,15.4,9.8,13.53,56.9,1.9,0,Pacers,7595600,41,581472,14182
2012,Tayshaun Prince,42,10.4,0.546,14.1,12.3,14.9,1,11.1,6.1,11.94,4.7,0.2,0,Pistons,6292135,41,896971,21877
2012,Ben Wallace,73,39.4,0.486,16.5,12.1,9.5,12,34.9,23.2,15.62,88.4,2.9,0,Pistons,2246400,41,896971,21877
2012,Rasho Nesterovic,77,30.4,0.536,11.2,9.7,15.9,7,16.9,12.2,14.44,66.9,2.2,0,Raptors,1990000,41,769707,18773
2012,Dikembe Mutombo,24,21.4,0.445,9.1,16.3,15.1,12,22,17,10.63,0.1,0,1,Rockets,1823280,40,699280,17482
2012,Brent Barry,75,33.1,0.597,32.7,12.1,15.3,2,12.2,7.1,15.77,97.6,3.3,0,Rockets,2062800,40,699280,17482
2012,Tony Parker,82,33.8,0.542,24,11,22.1,1,7.3,4.5,17.17,127.8,4.3,1,Spurs,12500000,41,749048,18269
2012,Manu Ginobili,69,20.7,0.556,19.4,14.1,17.5,4,8.8,6.5,14.48,42.5,1.4,1,Spurs,14107492,41,749048,18269
2012,Marcus Haislip,39,11.3,0.474,4.5,10.5,17.7,6,8.5,7,9.85,-3.1,-0.1,0,Spurs,855189,41,749048,18269
2012,Richard Jefferson,80,36,0.563,13.8,10.7,18.3,6,14.4,10.2,16.44,127.7,4.3,0,Spurs,9282000,41,749048,18269
2012,Tim Duncan,81,39.3,0.564,14.1,11.1,25.7,10,27.3,19,26.46,355,11.8,1,Spurs,21164619,41,749048,18269
2012,Bruce Bowen,82,31.3,0.563,16.1,10.2,9.9,3,7.8,5.4,8.86,-31.4,-1,0,Spurs,4100000,41,749048,18269
2012,Michael Redd,82,28.2,0.59,9.4,6,20.3,5,13.9,9.4,21.33,187.1,6.2,0,Suns,826828,41,755302,18422
2012,Steve Nash,82,33.1,0.576,29.1,9.4,24,3,7,4.8,23.51,253.1,8.4,1,Suns,11689062,41,755302,18422
2012,Grant Hill,29,29.1,0.568,21.2,14.6,22.9,5,23.2,14,21.02,66.2,2.2,0,Suns,6500000,41,755302,18422
2012,Lindsey Hunter,29,23.2,0.434,15.8,12.6,24.3,2,7.8,5,11.81,6.6,0.2,0,Suns,825497,41,755302,18422
2012,Kevin Ollie,82,23.1,0.514,33,8.2,14,1.5,9.8,5.6,13.89,41,1.4,0,Thunder,825497,40,747732,18693
2012,Derek Fisher,82,34.5,0.52,24.4,7.7,14.2,2,8,4.8,12.1,23.1,0.8,0,Thunder,2329545,40,747732,18693
2012,Ryan Bowen,62,16.1,0.519,17.3,13.8,11.1,9,9.7,9.2,11.59,8.1,0.3,0,Thunder,825497,40,747732,18693
2012,Nazr Mohammed,35,12.7,0.452,2.9,12,18.3,13,20.2,16.5,11.7,3.7,0.1,0,Thunder,3750000,40,747732,18693
2012,Morris Peterson,82,36,0.488,12.6,8.5,18.9,4,10.7,7,13.13,57.8,1.9,0,Thunder,6665000,40,747732,18693
2012,Brad Miller,73,31.1,0.579,17,10.4,17.6,9,20.2,14.9,18.8,138.9,4.6,0,Timberwolves,4752000,41,594743,14505
2012,Mark Madsen,54,14.5,0.458,14.9,10.6,11.6,12,10.6,11.5,8.65,-16.6,-0.6,0,Timberwolves,2840000,41,594743,14505
2012,Kwame Brown,80,22.2,0.496,7.6,14.4,16.9,9,19.9,14.2,13.4,37,1.2,0,Warriors,6750000,41,776660,18942
2012,Rashard Lewis,77,39.5,0.537,8.4,9.1,20.2,6,13.8,9.7,16.95,123.8,4.1,0,Wizards,21136631,41,681117,16612
2013,Kwame Brown,80,22.2,0.496,7.6,14.4,16.9,9,19.9,14.2,13.4,37,1.2,0,76ers,2819044,41,647898,15802
2013,Jason Richardson,82,32.9,0.501,14.5,10.5,22,4,10.4,7.5,15.5,100.7,3.4,0,76ers,5799625,41,647898,15802
2013,Drew Gooden,70,26.8,0.503,7.5,13.6,20.7,9.9,17.6,13.7,15.21,51.8,1.7,0,Bucks,6687400,41,630976,15389
2013,Mike Dunleavy,82,15.9,0.505,16.2,13.2,17.2,5,11.9,8.7,12.73,21.8,0.7,0,Bucks,3183000,41,630976,15389
2013,Nazr Mohammed,35,12.7,0.452,2.9,12,18.3,13,20.2,16.5,11.7,3.7,0.1,0,Bulls,884293,40,847903,21197
2013,Richard Hamilton,82,32.2,0.531,10.8,10.4,28.5,4,10.5,7.1,19.76,182.5,6.1,0,Bulls,5000000,40,847903,21197
2013,Carlos Boozer,81,25.3,0.577,11.6,11.3,15.9,11,22.7,16.6,16.97,83.7,2.8,1,Bulls,15300000,40,847903,21197
2013,Jerome James,51,15,0.506,7.2,20,19.2,12,21.5,16.6,12.24,9.4,0.3,0,Bulls,6600000,40,847903,21197
2013,Kevin Garnett,82,40.5,0.553,20.4,9.4,25,9,28.5,18.8,26.46,370.8,12.4,0,Celtics,11566265,41,763584,18624
2013,Paul Pierce,79,39.2,0.532,13.6,11.2,30.1,4,17.7,10.6,23.49,300,10,0,Celtics,16790345,41,763584,18624
2013,Jamal Crawford,80,24.9,0.496,25.1,10.1,21.7,1,9,5.1,15.99,81.6,2.7,0,Clippers,5225000,40,646830,16170
2013,Ricky Davis,79,39.6,0.485,18.3,11.6,25.9,3,10.7,7,16.94,150.5,5,0,Clippers,2400000,40,646830,16170
2013,Grant Hill,29,29.1,0.568,21.2,14.6,22.9,5,23.2,14,21.02,66.2,2.2,0,Clippers,1975000,40,646830,16170
2013,Cuttino Mobley,73,41.7,0.537,13.3,10.6,19.2,3,8.6,5.7,15.21,107.1,3.6,0,Clippers,9500000,40,646830,16170
2013,Darius Miles,67,30,0.435,16.5,16.7,18.2,6,14.2,10.1,9.89,-9.2,-0.3,0,Grizzlies,854389,40,509806,12745
2013,Zach Randolph,77,16.9,0.555,6,9,20.7,13,18.9,15.9,19.36,76.3,2.5,0,Grizzlies,16500000,40,509806,12745
2013,Tayshaun Prince,42,10.4,0.546,14.1,12.3,14.9,1,11.1,6.1,11.94,4.7,0.2,0,Grizzlies,6764045,40,509806,12745
2013,Greg Buckner,75,20.2,0.519,16.2,10.5,13.9,5,11.4,8.4,11.06,6.3,0.2,0,Grizzlies,4080915,40,509806,12745
2013,Speedy Claxton,30,15.7,0.509,26.8,12.5,19.8,6,8,6.9,15.89,17.2,0.6,0,Hawks,5209454,41,686688,16748
2013,DeShawn Stevenson,61,12.5,0.444,9.9,12.2,20.2,4,9.7,6.8,8.81,-9.6,-0.3,0,Hawks,2240450,41,686688,16748
2013,Rashard Lewis,77,39.5,0.537,8.4,9.1,20.2,6,13.8,9.7,16.95,123.8,4.1,0,Heat,1399507,40,729178,18229
2013,Zydrunas Ilgauskas,81,30,0.516,7.5,12.5,25.5,11,17.4,14.1,19.31,158.2,5.3,1,Heat,1399507,40,729178,18229
2013,Shane Battier,78,30.6,0.597,13,8.4,12.1,6,10.1,8.1,14.35,68.5,2.3,0,Heat,3270000,40,729178,18229
2013,Ray Allen,76,37.9,0.565,16.3,9.7,25.4,3.8,11.8,7.8,22.19,251.1,8.4,0,Heat,3229050,40,729178,18229
2013,Chris Andersen,59,15.4,0.44,7.3,13.7,18.4,13,22.3,17.6,13.12,11,0.4,0,Heat,1679408,40,729178,18229
2013,Mark Blount,81,17.3,0.491,9.9,18.2,10.7,8.8,16.9,12.6,9.93,-7.1,-0.2,0,Heat,7967375,40,729178,18229
2013,Mike Miller,65,33.6,0.537,13.8,10.1,19.7,2.4,15.7,8.9,15.23,77.1,2.6,0,Heat,6200000,40,729178,18229
2013,Eduardo Najera,48,23,0.59,13.8,6.7,11.1,9,13.3,11.1,14.02,20.7,0.7,1,Hornets,2750000,40,581049,14526
2013,Jamaal Tinsley,73,30.6,0.468,40.7,14.3,17.4,3,9.9,6.5,13.53,42.3,1.4,0,Jazz,1352181,41,816042,19903
2013,Earl Watson,79,17.3,0.505,30.3,11.9,17,4,9.6,6.8,14.52,35.9,1.2,0,Jazz,2300000,41,816042,19903
2013,Raja Bell,75,15.6,0.509,17.5,13.2,9.7,4,9.2,6.8,7.55,-25.8,-0.9,1,Jazz,3480000,41,816042,19903
2013,John Salmons,64,7.9,0.502,22.7,14,13.9,4,10.2,6.9,9.41,-4.1,-0.1,0,Kings,8083000,40,502852,12571
2013,Kenny Thomas,66,30,0.517,12.8,13.3,18.4,10.9,20.4,15.6,14.4,42.8,1.4,0,Kings,854389,40,502852,12571
2013,Steve Nash,82,33.1,0.576,29.1,9.4,24,3,7,4.8,23.51,253.1,8.4,1,Lakers,9300500,41,778877,18997
2013,Pau Gasol,82,36,0.57,12.7,11.8,22,7,19.9,13.7,20.66,201.6,6.7,1,Lakers,19285850,41,778877,18997
2013,Metta World Peace,69,33.6,0.529,14.6,10.7,20.9,5,12.4,8.8,17.49,120.9,4,0,Lakers,7727500,41,778877,18997
2013,Kobe Bryant,82,41.5,0.55,16,9.6,31.1,3,15.3,9.3,27.07,420.6,14,0,Lakers,30453805,41,778877,18997
2013,Al Harrington,82,30.1,0.493,9.6,12.5,19.7,7,15.7,11.6,12.54,19.2,0.6,0,Magic,7148600,41,698768,17043
2013,Anthony Johnson,66,12.8,0.512,22,10.5,15.7,2,8.8,5.3,11.23,1.5,0,0,Magic,2062800,41,698768,17043
2013,Hedo Turkoglu,67,17.5,0.509,15.1,8.7,16.8,3,13.3,8.6,12.18,14.7,0.5,1,Magic,12000000,41,698768,17043
2013,Dirk Nowitzki,80,39,0.581,11.3,7.2,24.8,3,25.1,14,25.94,336,11.2,1,Mavericks,20907128,41,821723,20042
2013,Elton Brand,62,39.6,0.543,11.4,11.7,20.6,13,19.3,16.2,21.09,175.6,5.9,0,Mavericks,2100500,41,821723,20042
2013,Troy Murphy,79,31.8,0.526,9.7,10.2,15.7,10,24.3,17.1,15.38,72.8,2.4,0,Mavericks,839312,41,821723,20042
2013,Shawn Marion,81,41.6,0.538,10.2,8,21.4,7,19.4,13,21.05,240.4,8,0,Mavericks,8646364,41,821723,20042
2013,Vince Carter,43,34.2,0.532,13.7,7.1,26.3,4,10.4,7.3,22.48,131.5,4.4,0,Mavericks,3090000,41,821723,20042
2013,Joe Johnson,82,27.5,0.472,18,9.2,18.1,3,10.5,6.6,12.1,26.9,0.9,0,Nets,19752645,41,621062,15147
2013,Mehmet Okur,72,19,0.514,11.5,10.7,17.6,10,19.2,14.5,14.43,29.9,1,1,Nets,10890000,41,621062,15147
2013,Reggie Evans,67,20.4,0.51,11.6,17.7,8.2,14,24.3,19.2,9.19,-23.5,-0.8,0,Nets,1622617,41,621062,15147
2013,Gerald Wallace,47,12.1,0.51,8.1,15.6,17.9,8,16,12,12.37,8,0.3,0,Nets,9682435,41,621062,15147
2013,Jeff Foster,77,10.4,0.394,17.5,11.7,12.7,17,22,19.5,10.88,0.5,0,0,Pacers,3000000,41,581472,14182
2013,James Posey,83,30.3,0.519,15.5,12.1,21.2,4.1,15.4,9.8,13.53,56.9,1.9,0,Pacers,7595600,41,581472,14182
2013,Brad Miller,73,31.1,0.579,17,10.4,17.6,9,20.2,14.9,18.8,138.9,4.6,0,Pelicans,5104000,41,695727,16968
2013,Corey Maggette,64,31.3,0.564,10.1,12,22.6,4,13.8,9.1,17.79,109.2,3.6,0,Pistons,10924138,41,896971,21877
2013,Ben Wallace,73,39.4,0.486,16.5,12.1,9.5,12,34.9,23.2,15.62,88.4,2.9,0,Pistons,2246400,41,896971,21877
2013,Rasho Nesterovic,77,30.4,0.536,11.2,9.7,15.9,7,16.9,12.2,14.44,66.9,2.2,0,Raptors,1990000,41,769707,18773
2013,Brent Barry,75,33.1,0.597,32.7,12.1,15.3,2,12.2,7.1,15.77,97.6,3.3,0,Rockets,2062800,40,699280,17482
2013,Dikembe Mutombo,24,21.4,0.445,9.1,16.3,15.1,12,22,17,10.63,0.1,0,1,Rockets,1823280,40,699280,17482
2013,Tim Duncan,81,39.3,0.564,14.1,11.1,25.7,10,27.3,19,26.46,355,11.8,1,Spurs,9638554,41,749048,18269
2013,Tony Parker,82,33.8,0.542,24,11,22.1,1,7.3,4.5,17.17,127.8,4.3,1,Spurs,12500000,41,749048,18269
2013,Marcus Haislip,39,11.3,0.474,4.5,10.5,17.7,6,8.5,7,9.85,-3.1,-0.1,0,Spurs,855189,41,749048,18269
2013,Manu Ginobili,69,20.7,0.556,19.4,14.1,17.5,4,8.8,6.5,14.48,42.5,1.4,1,Spurs,14107492,41,749048,18269
2013,Bruce Bowen,82,31.3,0.563,16.1,10.2,9.9,3,7.8,5.4,8.86,-31.4,-1,0,Spurs,4100000,41,749048,18269
2013,Morris Peterson,82,36,0.488,12.6,8.5,18.9,4,10.7,7,13.13,57.8,1.9,0,Thunder,6665000,40,747732,18693
2013,Andrei Kirilenko,80,27.7,0.598,12.8,12.6,18.2,8,14.4,11.5,20.03,157.4,5.2,1,Timberwolves,9779349,41,594743,14505
2013,Mark Madsen,54,14.5,0.458,14.9,10.6,11.6,12,10.6,11.5,8.65,-16.6,-0.6,0,Timberwolves,2840000,41,594743,14505
2013,Richard Jefferson,80,36,0.563,13.8,10.7,18.3,6,14.4,10.2,16.44,127.7,4.3,0,Warriors,10164000,41,776660,18942
2014,Mike Dunleavy,82,15.9,0.505,16.2,13.2,17.2,5,11.9,8.7,12.73,21.8,0.7,0,Bulls,3183000,40,847903,21197
2014,Carlos Boozer,81,25.3,0.577,11.6,11.3,15.9,11,22.7,16.6,16.97,83.7,2.8,1,Bulls,15300000,40,847903,21197
2014,Mike James,78,22.1,0.469,24.6,10.8,20.2,2,8.5,5,12.39,17.9,0.6,0,Bulls,57627,40,847903,21197
2014,Gerald Wallace,47,12.1,0.51,8.1,15.6,17.9,8,16,12,12.37,8,0.3,0,Celtics,10105855,41,763584,18624
2014,Jamal Crawford,80,24.9,0.496,25.1,10.1,21.7,1,9,5.1,15.99,81.6,2.7,0,Clippers,5225000,40,646830,16170
2014,Hedo Turkoglu,67,17.5,0.509,15.1,8.7,16.8,3,13.3,8.6,12.18,14.7,0.5,1,Clippers,473357,40,646830,16170
2014,Tayshaun Prince,42,10.4,0.546,14.1,12.3,14.9,1,11.1,6.1,11.94,4.7,0.2,0,Grizzlies,7235955,40,509806,12745
2014,Zach Randolph,77,16.9,0.555,6,9,20.7,13,18.9,15.9,19.36,76.3,2.5,0,Grizzlies,18238333,40,509806,12745
2014,Jason Richardson,82,32.9,0.501,14.5,10.5,22,4,10.4,7.5,15.5,100.7,3.4,0,Hawks,6204250,41,686688,16748
2014,Chris Andersen,59,15.4,0.44,7.3,13.7,18.4,13,22.3,17.6,13.12,11,0.4,0,Heat,1399507,40,729178,18229
2014,Shane Battier,78,30.6,0.597,13,8.4,12.1,6,10.1,8.1,14.35,68.5,2.3,0,Heat,3270000,40,729178,18229
2014,Rashard Lewis,77,39.5,0.537,8.4,9.1,20.2,6,13.8,9.7,16.95,123.8,4.1,0,Heat,1399507,40,729178,18229
2014,Ray Allen,76,37.9,0.565,16.3,9.7,25.4,3.8,11.8,7.8,22.19,251.1,8.4,0,Heat,3229050,40,729178,18229
2014,Richard Jefferson,80,36,0.563,13.8,10.7,18.3,6,14.4,10.2,16.44,127.7,4.3,0,Jazz,11046000,41,816042,19903
2014,Reggie Evans,67,20.4,0.51,11.6,17.7,8.2,14,24.3,19.2,9.19,-23.5,-0.8,0,Kings,1695635,40,502852,12571
2014,Steve Nash,82,33.1,0.576,29.1,9.4,24,3,7,4.8,23.51,253.1,8.4,1,Lakers,9300500,41,778877,18997
2014,Pau Gasol,82,36,0.57,12.7,11.8,22,7,19.9,13.7,20.66,201.6,6.7,1,Lakers,19285850,41,778877,18997
2014,Kobe Bryant,82,41.5,0.55,16,9.6,31.1,3,15.3,9.3,27.07,420.6,14,0,Lakers,30453805,41,778877,18997
2014,Shawn Marion,81,41.6,0.538,10.2,8,21.4,7,19.4,13,21.05,240.4,8,0,Mavericks,9316796,41,821723,20042
2014,Vince Carter,43,34.2,0.532,13.7,7.1,26.3,4,10.4,7.3,22.48,131.5,4.4,0,Mavericks,3180000,41,821723,20042
2014,Dirk Nowitzki,80,39,0.581,11.3,7.2,24.8,3,25.1,14,25.94,336,11.2,1,Mavericks,22721381,41,821723,20042
2014,Kevin Garnett,82,40.5,0.553,20.4,9.4,25,9,28.5,18.8,26.46,370.8,12.4,0,Nets,12433735,41,621062,15147
2014,Jason Collins,81,23.5,0.521,14.2,13.8,11.6,8,13.9,11.1,9.24,-19.4,-0.6,0,Nets,275691,41,621062,15147
2014,Jason Terry,81,38,0.549,28.3,11.8,22.3,1,8.6,5.2,18.92,182.2,6.1,0,Nets,5625313,41,621062,15147
2014,Joe Johnson,82,27.5,0.472,18,9.2,18.1,3,10.5,6.6,12.1,26.9,0.9,0,Nets,21466718,41,621062,15147
2014,Paul Pierce,79,39.2,0.532,13.6,11.2,30.1,4,17.7,10.6,23.49,300,10,0,Nets,15333334,41,621062,15147
2014,Rasual Butler,72,21,0.437,11.8,9.8,19.9,2,12.3,7.1,10.27,-2.6,-0.1,0,Pacers,884293,41,581472,14182
2014,Melvin Ely,52,15.4,0.54,5.3,17.6,13.6,9,15.4,12.3,10.38,-1.3,0,0,Pelicans,29788,41,695727,16968
2014,Chauncey Billups,74,31.4,0.582,19.8,9.2,22.8,2,12.2,7,21.1,175.3,5.8,0,Pistons,2500000,41,896971,21877
2014,John Salmons,64,7.9,0.502,22.7,14,13.9,4,10.2,6.9,9.41,-4.1,-0.1,0,Raptors,7583000,41,769707,18773
2014,Tim Duncan,81,39.3,0.564,14.1,11.1,25.7,10,27.3,19,26.46,355,11.8,1,Spurs,10361446,41,749048,18269
2014,Tony Parker,82,33.8,0.542,24,11,22.1,1,7.3,4.5,17.17,127.8,4.3,1,Spurs,12500000,41,749048,18269
2014,Caron Butler,78,36.6,0.502,13.3,12,21.2,5,10.9,8,15.46,105.9,3.5,0,Thunder,244489,40,747732,18693
2014,Jermaine O'Neal,77,37.2,0.539,8.5,9.9,23.8,8,22.8,15.6,21.16,206.5,6.9,0,Warriors,2000000,41,776660,18942
2014,Andre Miller,80,36.4,0.495,29.1,11.2,20.3,3,9,6.1,15.65,101.1,3.4,0,Wizards,5000000,41,681117,16612
2014,Drew Gooden,70,26.8,0.503,7.5,13.6,20.7,9.9,17.6,13.7,15.21,51.8,1.7,0,Wizards,52017,41,681117,16612
2015,Jason Richardson,82,32.9,0.501,14.5,10.5,22,4,10.4,7.5,15.5,100.7,3.4,0,76ers,6601125,41,647898,15802
2015,Kenyon Martin,77,34.1,0.511,11.3,11.8,22.8,7,20.7,13.9,16.83,104.5,3.5,0,Bucks,414551,41,630976,15389
2015,Mike Dunleavy,82,15.9,0.505,16.2,13.2,17.2,5,11.9,8.7,12.73,21.8,0.7,0,Bulls,3326235,40,847903,21197
2015,Mike James,78,22.1,0.469,24.6,10.8,20.2,2,8.5,5,12.39,17.9,0.6,0,Bulls,1448490,40,847903,21197
2015,Pau Gasol,82,36,0.57,12.7,11.8,22,7,19.9,13.7,20.66,201.6,6.7,1,Bulls,7128000,40,847903,21197
2015,Mike Miller,65,33.6,0.537,13.8,10.1,19.7,2.4,15.7,8.9,15.23,77.1,2.6,0,Cavaliers,2732000,41,820439,20010
2015,Brendan Haywood,81,23.8,0.561,5.4,12,11.2,12,13,12.4,12.51,27.6,0.9,0,Cavaliers,2213668,41,820439,20010
2015,Gerald Wallace,47,12.1,0.51,8.1,15.6,17.9,8,16,12,12.37,8,0.3,0,Celtics,10105855,41,763584,18624
2015,Vince Carter,43,34.2,0.532,13.7,7.1,26.3,4,10.4,7.3,22.48,131.5,4.4,0,Grizzlies,3911981,40,509806,12745
2015,Tayshaun Prince,42,10.4,0.546,14.1,12.3,14.9,1,11.1,6.1,11.94,4.7,0.2,0,Grizzlies,7707865,40,509806,12745
2015,Zach Randolph,77,16.9,0.555,6,9,20.7,13,18.9,15.9,19.36,76.3,2.5,0,Grizzlies,16500000,40,509806,12745
2015,Chris Andersen,59,15.4,0.44,7.3,13.7,18.4,13,22.3,17.6,13.12,11,0.4,0,Heat,5375000,40,729178,18229
2015,Jannero Pargo,34,10.1,0.448,24.9,14.7,15,3,9.3,6.1,7.46,-9,-0.3,0,Hornets,915243,40,581049,14526
2015,Reggie Evans,67,20.4,0.51,11.6,17.7,8.2,14,24.3,19.2,9.19,-23.5,-0.8,0,Kings,1768653,40,502852,12571
2015,Carlos Boozer,81,25.3,0.577,11.6,11.3,15.9,11,22.7,16.6,16.97,83.7,2.8,1,Lakers,3251000,41,778877,18997
2015,Kobe Bryant,82,41.5,0.55,16,9.6,31.1,3,15.3,9.3,27.07,420.6,14,0,Lakers,23500000,41,778877,18997
2015,Steve Nash,82,33.1,0.576,29.1,9.4,24,3,7,4.8,23.51,253.1,8.4,1,Lakers,9701000,41,778877,18997
